OBJECTID,COMPONENT,SITE_NAME,JOINT_BASE,STATE_TERR,COUNTRY,OPER_STAT,PERIMETER,AREA,Shape_Length,Shape_Area
2937,AF Guard,Ellington Field,N/A,Texas,United States,Active,3.34216296,0.33317385,6294.265626,1145693.92
2943,AF Guard,Gulfport-Biloxi Regional Airport (ANG),N/A,Mississippi,United States,Active,2.098962,0.1685382,3983.03839,588822.9674
2946,AF Guard,Lincoln Map,N/A,Nebraska,United States,Active,2.00348056,0.17831156,4396.232584,807718.9653
2947,AF Active,Medical Center Annex,Joint Base San Antonio,Texas,United States,Active,2.72631071,0.30593066,5181.42975,1048814.198
2948,AF Active,JBSA Sam Houston,Joint Base San Antonio,Texas,United States,Active,16.5269834,4.24911492,31289.33716,14566909.12
2950,AF Active,Camp Bullis Training Annex,Joint Base San Antonio,Texas,United States,Active,35.11808797,43.72598199,66385.45906,150583941.2
2951,AF Active,Seguin Auxiliary Field,Joint Base San Antonio,Texas,United States,Active,9.50407424,1.49755612,17999.20396,5144502.178
2952,AF Active,Kelly AFB,Joint Base San Antonio,Texas,United States,Active,13.83437218,2.93206231,26046.97785,10036867.25
2953,AF Active,Kelly Field Annex,Joint Base San Antonio,Texas,United States,Active,11.04816092,3.3418365,20824.79189,11438741.65
2954,AF Active,Canyon Lake Recreation Annex,Joint Base San Antonio,Texas,United States,Active,3.21804597,0.59896811,6076.769533,2070648.862
2955,AF Active,Randolph AFB,Joint Base San Antonio,Texas,United States,Active,16.99211849,4.5043611,32130.76064,15463013.59
2963,Army Guard,NG Sparta Armory,N/A,Illinois,United States,Active,13.35758693,4.11467525,28024.71295,17264901.14
3027,Army Guard,NG Atlanta - Confederate Ave,N/A,Georgia,United States,Active,2.30970448,0.10686207,4565.869751,401116.9213
3054,Army Guard,NG Duluth NG Armory,N/A,Minnesota,United States,Active,0.40576643,0.01075931,980.0380003,59516.59309
3056,Army Guard,NG Camp Joseph T Robinson,N/A,Arkansas,United States,Active,37.22093134,51.75645043,74994.50477,199749490.3
3080,Army Guard,NG Camp Fogarty Tng Site,N/A,Rhode Island,United States,Active,4.12075797,0.58829444,9115.691335,2728225.202
3085,Army Guard,NG MTA Camp Crowder Neosho,N/A,Missouri,United States,Active,17.96236907,6.71082639,37032.87734,27155687.96
3097,Army Guard,NG Collegeville FMS 4,N/A,Pennsylvania,United States,Active,1.17466434,0.08080989,2568.912312,359325.6372
3111,Army Guard,NG Bismarck RJB Complex,N/A,North Dakota,United States,Active,2.34698038,0.1309335,5738.30016,724167.8906
3130,Army Guard,NG Camp Niantic,N/A,Connecticut,United States,Active,2.25538866,0.1272156,4974.621542,584855.7814
3131,Army Guard,NG Camp Hartell,N/A,Connecticut,United States,Active,1.44216235,0.09039005,3239.406886,423445.8163
3132,Army Guard,NG Stones Ranch Military Res,N/A,Connecticut,United States,Active,14.0614345,2.91240409,30936.55596,13403129.67
3146,Army Guard,NG Jackson Bks,N/A,Louisiana,United States,Active,4.08727224,0.18652636,7696.519993,645805.9706
3166,Army Guard,NG Bergstrom - (Abia),N/A,Texas,United States,Active,1.17456478,0.0937977,2236.257309,326154.183
3168,Army Guard,NG Martindale - AASF,N/A,Texas,United States,Active,2.37904298,0.32936286,4488.04508,1128506.545
3170,Army Guard,NG Orchard Mates Boise,N/A,Idaho,United States,Active,4.51784953,0.33898085,10446.50639,1658116.059
3172,Army Guard,NG Orchard Combat Training Center,N/A,Idaho,United States,Active,72.12018494,224.0420562,164590.1819,1093451944
3182,Army Guard,NG Bend Cotef,N/A,Oregon,United States,Active,1.92589058,0.24647883,4445.186624,1235068.518
3183,Army Guard,NG Biak Training Center COUTES,N/A,Oregon,United States,Active,52.04252063,44.69652295,119768.5129,225283440
3197,Army Guard,NG MTCH Camp Guernsey,N/A,Wyoming,United States,Active,131.3631221,123.2318046,295060.8369,584514953.1
3233,Army Guard,NG Camp Dodge Johnston TS,N/A,Iowa,United States,Active,213.5507425,51.6553432,475818.9123,240999560.8
3237,Army Guard,NG Marseilles (MTA Tng Area),N/A,Illinois,United States,Active,10.69083675,4.46138328,23634.84836,20482832.74
3243,Army Guard,NG Camp Minden Training Site,N/A,Louisiana,United States,Active,23.49265426,23.44438486,46610.777,85719457.6
3244,Army Guard,NG Beightler Armory,N/A,Ohio,United States,Active,0.65483308,0.02723424,1414.426749,120654.7514
3249,Army Guard,NG Auburn Training Site,N/A,Maine,United States,Active,3.1868109,0.27550695,7380.897485,1383332.365
3250,Army Guard,NG Hollis Plains Training Site,N/A,Maine,United States,Active,3.48767224,0.64282798,7931.471202,3183053.352
3276,Army Guard,NG Buckeye TS,N/A,Arizona,United States,Active,8.93831033,2.34453102,17485.36825,8748463.498
3277,Army Guard,NG Camp Navajo,N/A,Arizona,United States,Active,29.45875719,44.22871071,59818.71078,171922265.8
3286,Army Guard,NG Hollidaysburg Readiness Center,N/A,Pennsylvania,United States,Active,0.93422328,0.03497157,2039.109805,156532.911
3322,Army Guard,NG Thunderbird Youth Academy,N/A,Oklahoma,United States,Active,5.65304877,0.8262293,11684.28554,3300912.476
3323,Army Guard,NG Camp Gruber,N/A,Oklahoma,United States,Active,38.68109414,52.31582472,78195.79931,205894578.7
3331,Army Guard,NG Fort McClellan ARNG Tng Center,N/A,Alabama,United States,Active,5.8097707,0.79923366,11573.65154,3000765.679
3333,Army Guard,NG Fort Chaffee MTC,N/A,Arkansas,United States,Active,82.34844951,101.7510307,167345.132,396115087.5
3337,Army Guard,NG Pelham Range Training Site - Fort McClellan,N/A,Alabama,United States,Active,25.51423338,34.72625367,50889.77058,130335343.5
3342,Army Guard,NG MTA Camp Clark Nevada,N/A,Missouri,United States,Active,5.73416917,1.96980447,12151.98956,8189607.376
3346,Army Guard,NG Nashville,N/A,Tennessee,United States,Active,1.74417681,0.10290826,3551.600598,409092.6967
3357,Army Guard,NG VTS Milan,N/A,Tennessee,United States,Active,20.6102512,3.89062931,41853.21328,15383842.79
3366,Army Guard,NG Oglethorpe Armory,N/A,Georgia,United States,Active,1.11264814,0.05061777,2218.376948,189540.524
3367,Army Guard,NG Carville Gillis Long Center,N/A,Louisiana,United States,Active,3.02134805,0.55599906,5730.987816,1934301.352
3368,Army Guard,NG Esler Field,N/A,Louisiana,United States,Active,9.28964789,3.3394484,17937.28861,11907376.6
3395,Army Guard,NG Arden Hills Army Training Site,N/A,Minnesota,United States,Active,8.07315006,2.34352354,18929.35763,12179601.34
3403,Army Guard,NG Bangor Training Site,N/A,Maine,United States,Active,4.17443097,0.32135006,9700.277998,1653662.555
3415,Army Guard,NG Fort Indiantown Gap,N/A,Pennsylvania,United States,Active,41.43605759,26.99192652,90674.94675,120803594.2
3434,Army Guard,NG Springfield AVCRAD (New),N/A,Missouri,United States,Active,1.69441782,0.16758983,3530.155195,686341.7586
3439,Army Guard,NG MTA Camp Shelby,N/A,Mississippi,United States,Active,109.7643707,216.3044083,211570.5653,766339119.1
3440,Army Guard,NG CTA Camp Mccain,N/A,Mississippi,United States,Active,27.8469078,20.27045612,55390.01124,76066857.6
3461,Army Guard,NG Fort Worth - Shoreview,N/A,Texas,United States,Active,1.80601272,0.12970376,3570.458284,476546.2052
3464,Army Guard,NG Alcantra Armory Complex,N/A,Alaska,United States,Active,3.02871493,0.50008399,10131.42926,5705637.735
3492,Army Guard,NG Rickenbacker (MTA),N/A,Ohio,United States,Active,1.79870376,0.1939832,3881.559273,852333.3443
3509,Army Guard,NG RW Shepherd Hope Hull,N/A,Alabama,United States,Active,2.13542644,0.10807432,4152.729563,392801.482
3528,Army Guard,NG Hammond Airport,N/A,Louisiana,United States,Active,2.06225862,0.15859909,3948.260765,555368.5984
3529,Army Guard,NG Camp Beauregard,N/A,Louisiana,United States,Active,7.36266735,1.12165463,14330.78874,3997898.752
3538,Army Guard,NG MTA Clarks Hill Reservation,N/A,South Carolina,United States,Active,13.51804618,1.35364902,26914.1319,5089533
3546,Army Guard,NG Mead TS/FMS 06/Utes 02,N/A,Nebraska,United States,Active,6.08187224,1.86137173,13430.81875,8521607.208
3547,Army Guard,NG Camp Ashland,N/A,Nebraska,United States,Active,7.23770611,1.63072717,15787.78185,7440105.561
3548,Army Guard,NG Greenlief TS/UTES 01,N/A,Nebraska,United States,Active,10.01845917,5.14415871,21699.17602,23097912.75
3556,Army Guard,NG Bethel ARM FMS,N/A,Alaska,United States,Inactive,0.32327446,0.00577393,1060.33527,62594.31471
3580,Army Guard,NG Papago Military Reservation,N/A,Arizona,United States,Active,4.50199573,0.6099293,9017.148447,2276084.212
3581,Army Guard,NG Picacho Aviation TS,N/A,Arizona,United States,Active,2.96368502,0.51344293,5816.398863,1881634.143
3604,Army Guard,NG Grayling Airfield,N/A,Michigan,United States,Active,4.96602298,1.44081907,11533.4044,7382013.914
3659,Army Guard,NG Santa Fe - Onate Complex TS,N/A,New Mexico,United States,Active,3.4606317,0.51806938,7116.581037,2032434.991
3677,Army Guard,NG Fort Wolters,N/A,Texas,United States,Active,20.80763387,6.38768009,40812.0179,23514447.6
3679,Army Guard,NG Camp Bowie (State),N/A,Texas,United States,Active,14.55608093,7.94648759,28143.62443,28481653.12
3685,Army Guard,NG River Road Training Site,N/A,Delaware,United States,Active,2.33556003,0.29793851,5025.686165,1302666.184
3686,Army Guard,NG TS BBTS,N/A,Delaware,United States,Active,1.55724515,0.156022,3309.382102,661645.4522
3692,Army Guard,NG SMD,N/A,Alabama,United States,Active,1.24305785,0.10444374,2441.355223,380592.3669
3705,Army Guard,NG General Lucius D Clay National Guard Center,N/A,Georgia,United States,Active,2.15730372,0.16453405,4331.883601,620337.2678
3706,Army Guard,NG Macon Readiness Center,N/A,Georgia,United States,Active,0.83216291,0.04500699,1633.926757,165667.5185
3707,Army Guard,NG GUARNG Barrigada Complex,N/A,Guam,Guam,Active,1.28716361,0.08005503,2090.006157,220561.9729
3714,Army Guard,NG HMO3 (Snake Creek TS),N/A,Florida,United States,Active,2.99821052,0.49819885,5452.574919,1602891.342
3731,Army Guard,NG Springfield (TS Cp Lincoln),N/A,Illinois,United States,Active,2.46815507,0.2562384,5244.487322,1126480.324
3746,Army Guard,NG Camp Ripley,N/A,Minnesota,United States,Active,91.52429311,82.43455153,218871.1822,445727233.3
3767,Army Guard,NG Silver Bell Army Heliport,N/A,Arizona,United States,Active,2.14916014,0.25022128,4234.370287,914128.1491
3769,Army Guard,NG Florence Military Reservation,N/A,Arizona,United States,Active,24.73403119,9.83201905,48641.58486,36384145.81
3776,Army Guard,NG Lane County AFRC FMS 5,N/A,Oregon,United States,Active,0.98447716,0.03507817,2310.930717,176006.7998
3808,Army Guard,NG Camp Villere,N/A,Louisiana,United States,Active,6.40481827,2.3082715,12186.481,8050172.098
3838,Army Guard,NG MTA Camp Butner,N/A,North Carolina,United States,Active,12.78003577,7.67854008,26269.57425,30603785.42
3839,Army Guard,NG Raleigh,N/A,North Carolina,United States,Active,2.02012792,0.12619144,4136.553887,498013.8768
3855,Army Guard,NG Muscatatuck Urban Training Center,N/A,Indiana,United States,Active,6.72174385,1.50150396,14469.19821,6457379.539
3858,Army Guard,NG Knightstown,N/A,Indiana,United States,Active,3.98199214,0.60557005,8615.58977,2658222.83
3859,Army Guard,NG Camp Atterbury,N/A,Indiana,United States,Active,41.2768468,54.70204954,87810.88197,236892178.7
3862,Army Guard,NG Indianapolis 38 ID,N/A,Indiana,United States,Active,1.0507801,0.07313912,2274.337911,320805.244
3891,Army Guard,NG Camp Adair Corvallis,N/A,Oregon,United States,Active,3.53887273,0.82438456,8291.283503,4228533.54
3892,Army Guard,NG MTA Camp Rilea,N/A,Oregon,United States,Active,8.89484029,2.81777389,21117.39325,15190718.15
3893,Army Guard,NG Camp Withycombe Clackamas,N/A,Oregon,United States,Active,2.04114855,0.12609311,4905.092931,662649.505
3899,Army Guard,NG Shelbyville,N/A,Indiana,United States,Active,1.17582278,0.07214745,2558.248086,314952.0399
3927,Army Guard,NG MTA Ft Wm Henry Harrison,N/A,Montana,United States,Active,21.55054196,10.25194574,52091.06792,56277989.69
3930,Army Guard,NG Helena Aviation RC- AASF- C12,N/A,Montana,United States,Active,1.25925768,0.09363348,3045.74751,513667.4062
3932,Army Guard,NG Cumming,N/A,Georgia,United States,Active,0.56614173,0.02044719,1127.845331,77653.87594
3936,Army Guard,NG Beauregard Training Range,N/A,Louisiana,United States,Active,23.45963311,19.71133424,45334.82845,70348230.67
3938,Army Guard,NG MTA Camp Curtis Guil,N/A,Massachusetts,United States,Active,7.30536322,1.09810373,16313.47608,5242706.041
3940,Army Guard,NG Ayer,N/A,Massachusetts,United States,Active,1.38868892,0.10220823,3159.356269,488041.582
3947,Army Guard,NG Lansing Joint Forces Readiness Center,N/A,Michigan,United States,Active,1.27272813,0.09081836,2908.44868,436700.8865
4022,Army Guard,NG Camp Perry Joint Training Center,N/A,Ohio,United States,Active,7.49106579,0.80303791,16511.69905,3715882.619
4039,Army Guard,NG Edgemeade TS Mtn Home,N/A,Idaho,United States,Active,2.18142403,0.23233542,4980.027743,1130827.176
4041,Army Guard,NG AASF02 Birmingham,N/A,Alabama,United States,Active,0.75405387,0.03481815,1489.122678,130239.2571
4050,Army Guard,NG MTC-H Camp Roberts,N/A,California,United States,Active,43.04942674,66.57950519,87359.84944,262575893.2
4051,Army Guard,NG ITC Camp San Luis Obisbo,N/A,California,United States,Active,23.21851592,8.83557913,47193.46502,34466348.16
4077,Army Guard,NG Camp Smith Tng Site,N/A,New York,United States,Active,8.30072676,2.48001696,18392.38433,11394706.63
4082,Army Guard,NG Camp Ravenna Joint Military Training Center,N/A,Ohio,United States,Active,27.98837304,33.88266775,62734.74882,155136449.8
4091,Army Guard,NG McConnelsville Training Site,N/A,Ohio,United States,Active,5.21173618,0.70097498,11178.04193,3067306.544
4099,Army Guard,NG Training Site,N/A,New Hampshire,United States,Active,2.31373291,0.16360676,5220.903552,799780.0908
4154,Army Guard,NG CTC Fort Custer Trng Center,N/A,Michigan,United States,Active,17.68327225,11.7231836,39902.9176,55537276.33
4159,Army Guard,NG TS AFRC Los Alamitos,N/A,California,United States,Active,6.71506292,2.06314156,13408.57288,7756557.537
4189,Army Guard,NG Camp Sherman Joint Training Center,N/A,Ohio,United States,Active,4.50221057,0.71215141,9721.337253,3089116.106
4195,Army Guard,NG McNary Field Salem AASF,N/A,Oregon,United States,Active,2.26390817,0.1240287,5240.236295,640512.6752
4204,Army Guard,NG Ft Allen Rq 177,N/A,Puerto Rico,Puerto Rico,Active,8.72287317,1.1683838,14700.83735,3364306.956
4216,Army Guard,NG Bog Brook Training Site,N/A,Maine,United States,Active,5.18572211,0.32564175,12211.0532,1652279.565
4234,Army Guard,NG TS Ike Skelton Jefferson City,N/A,Missouri,United States,Active,3.87773452,0.73617051,8336.018925,3122228.933
4236,Army Guard,NG TS Clark Natl Forest Wapp,N/A,Missouri,United States,Active,9.67342612,3.1987163,20174.41421,12976560.68
4237,Army Guard,NG Macon TS,N/A,Missouri,United States,Active,22.09688508,4.80757307,47526.63454,21043956.87
4336,Army Guard,NG MTA Limestone Hills,N/A,Montana,United States,Active,29.45076375,33.30838897,70422.01925,180512631.5
4342,Army Guard,NG Cambridge Springs,N/A,Pennsylvania,United States,Active,2.19027247,0.16570191,4855.171733,772697.4443
4355,Army Guard,NG Johnson City Gray,N/A,Tennessee,United States,Active,1.6389087,0.16765596,3378.829184,671956.4011
4379,Army Guard,NG MTA Camp Edwards,N/A,Massachusetts,United States,Active,36.9530397,32.11642959,81942.11541,149331098.7
4395,Army Guard,NG St Cloud NG Armory,N/A,Minnesota,United States,Active,0.47940595,0.01012664,1155.363183,53504.33034
4402,Army Guard,NG Las Cruces,N/A,New Mexico,United States,Active,2.17655116,0.14605195,4239.255634,530702.4202
4404,Army Guard,NG Rio Rancho TS,N/A,New Mexico,United States,Active,1.84489447,0.18650518,3716.676301,728144.4722
4459,Army Guard,NG MTC-H Camp Grayling,N/A,Michigan,United States,Active,283.5816979,228.7922057,661581.1917,1172455228
4497,Army Guard,NG TS Ethan Allen Range,N/A,Vermont,United States,Active,18.73483696,17.30767006,43784.06921,88042010.18
4513,Army Guard,NG Jackson County AFRC,N/A,West Virginia,United States,Active,5.26408832,0.56327436,11245.31126,2411791.045
4521,Army Guard,NG Norman CSMS,N/A,Oklahoma,United States,Active,1.28003708,0.0637749,2589.382925,248321.7591
4534,Army Guard,NG Muskogee AFRC,N/A,Oklahoma,United States,Active,1.45846706,0.09100438,2941.400544,357820.7285
4537,Army Guard,NG Baton Rouge AFRC,N/A,Louisiana,United States,Active,1.76793402,0.07949045,3378.593911,277427.0842
4540,Army Guard,NG St Cloud AASF,N/A,Minnesota,United States,Active,1.13403848,0.08370848,2696.371945,441871.7097
4545,Army Guard,NG Rochester NGA and OMS 2,N/A,Minnesota,United States,Active,0.57179585,0.01782066,1336.324741,89210.46103
4546,Army Guard,NG Rosemount NG Armory,N/A,Minnesota,United States,Active,0.56147155,0.01875397,1306.189045,96303.86971
4569,Army Guard,NG Lincoln AASF/Readiness Center,N/A,Nebraska,United States,Active,1.41407174,0.10204771,3129.73096,462198.0094
4570,Army Guard,NG Grand Island AASF/RC,N/A,Nebraska,United States,Active,1.04771756,0.07795223,2298.923599,354388.438
4593,Army Guard,NG Gulfport AVCRAD,N/A,Mississippi,United States,Active,1.6492658,0.1044845,3129.928561,365080.4527
4607,Army Guard,NG Westminster Training Site,N/A,Vermont,United States,Active,1.39748781,0.07495596,3194.113527,364137.1567
4620,Army Guard,NG Camp Grafton,N/A,North Dakota,United States,Active,39.21101987,18.11781989,96551.70928,103818543
4626,Army Guard,NG Oklahoma Military Department,N/A,Oklahoma,United States,Active,1.75144767,0.08793367,3524.914527,344407.3369
4627,Army Guard,NG Lexington AASF No 1,N/A,Oklahoma,United States,Active,4.03129299,0.47358548,8135.510966,1833328.947
4634,Army Guard,NG Sea Girt NJ NGTC,N/A,New Jersey,United States,Active,2.38799542,0.27220755,5174.588381,1207163.989
4651,Army Guard,NG Lawrenceville,N/A,New Jersey,United States,Active,1.61750645,0.12211461,3504.638282,543861.0765
4657,Army Guard,NG Camp Swift,N/A,Texas,United States,Active,20.24228567,18.31649555,38418.43493,63800068.44
4690,Army Guard,NG Floyd Edsall Training Center,N/A,Nevada,United States,Active,8.56167604,2.61604132,17567.67082,10450125.11
4702,Army Guard,NG Elkins AFRC,N/A,West Virginia,United States,Active,2.17287439,0.2282298,4654.371252,978864.3635
4709,Army Guard,NG Camp Murray,N/A,Washington,United States,Active,3.79694678,0.36012408,9259.348739,2013144.899
4726,Army Guard,NG Anthony Cometa Complex,N/A,Nevada,United States,Active,1.66111534,0.09003115,3375.75922,357166.551
4730,Army Guard,NG Youngstown Tng Site,N/A,New York,United States,Active,4.61779927,1.34071889,10601.45543,6545360.213
4768,Army Guard,NG New Castle Readiness Center/FMS 9,N/A,Pennsylvania,United States,Active,0.37172742,0.0092156,817.8890364,41918.21517
4783,Army Guard,NG VTS Catoosa,N/A,Georgia,United States,Active,9.74430427,2.54628306,19560.12499,9834557.067
4784,Army Guard,NG VTS Smyrna,N/A,Tennessee,United States,Active,7.24220938,1.33363901,14854.88225,5290758.79
4797,Army Guard,NG Spring City Readiness Center,N/A,Pennsylvania,United States,Active,1.12202011,0.08243453,2460.329353,366282.5848
4810,Army Guard,NG MTA Camp Santiago,N/A,Puerto Rico,Puerto Rico,Active,21.62267452,19.76454482,36468.64707,56921190.73
4833,Army Guard,NG Camp Pendleton SMR,N/A,Virginia,United States,Active,4.09268468,0.47905218,8507.765341,1939620.403
4835,Army Guard,NG Williamstown,N/A,West Virginia,United States,Active,2.63769526,0.16075273,5637.208395,697250.5191
4870,Army Guard,NG Jackson Airport Armory,N/A,Tennessee,United States,Active,1.2570883,0.10038864,2552.167507,394110.6269
4877,Army Guard,NG Camp Bowie - Musgrave (Fed),N/A,Texas,United States,Active,11.19145897,6.03023797,21613.38473,21601785.66
4879,Army Guard,NG Camp Mabry,N/A,Texas,United States,Active,3.51353317,0.57523732,6672.35406,2005962.33
4880,Army Guard,NG Camp Maxey,N/A,Texas,United States,Active,22.80959661,10.32054302,45332.33353,38808080.59
4906,Army Guard,NG Saginaw,N/A,Texas,United States,Active,2.89218953,0.2304504,5656.132496,848152.2596
4917,Army Guard,NG MTA-L Camp Williams,N/A,Utah,United States,Active,34.06452565,37.68674035,74847.23881,168625923.3
4924,Army Guard,NG Saint George/FMS 5B,N/A,Utah,United States,Active,1.45217811,0.10754967,2990.090649,437926.707
4947,Army Guard,NG Bremerton,N/A,Washington,United States,Active,1.4761594,0.12644353,3587.799231,718532.8444
4959,Army Guard,NG Fort Pickett ARNG MTC,N/A,Virginia,United States,Active,64.16128108,64.30688439,133022.2547,261868638.2
4970,Army Guard,NG Volkstone,N/A,West Virginia,United States,Active,5.72896578,0.78777573,12345.26197,3426805.983
4971,Army Guard,NG CTC Camp Dawson-Kingwood,N/A,West Virginia,United States,Active,42.37537949,12.50940937,90636.0269,54338863.43
4992,Army Guard,NG AASF Byrd Field,N/A,Virginia,United States,Active,1.63505101,0.14217784,3425.673709,585982.3398
4993,Army Guard,NG Mitchell Complex,N/A,South Dakota,United States,Active,1.30289084,0.09472833,3018.788593,470510.2943
5010,Army Guard,NG Ethan Allen AFB MTA,N/A,Vermont,United States,Active,4.73495996,1.02652087,11014.13051,5228568.991
5011,Army Guard,NG TS Camp Johnson,N/A,Vermont,United States,Active,1.53965644,0.0958901,3599.697169,488243.628
5073,Army Guard,NG Camp Williams Tomah MTA,N/A,Wisconsin,United States,Active,2.63637616,0.17787205,6086.880781,888381.1132
5113,Army Guard,NG Ft Ruger,N/A,Hawaii,United States,Active,4.54397973,0.49936256,7892.287831,1496588.041
5115,Army Guard,NG Kalaeloa,N/A,Hawaii,United States,Active,3.28122554,0.27013821,5702.15672,810216.4737
5118,Army Guard,NG TS Keaukaha Mil Res,N/A,Hawaii,United States,Active,6.70610147,0.78726665,11476.3215,2312582.022
5124,Army Guard,NG Kansas,N/A,Kansas,United States,Active,1.5430536,0.088286,3277.790208,379349.008
5143,Army Guard,NG Salina KS Training Center,N/A,Kansas,United States,Active,3.26458622,0.08301531,6943.093841,354374.7067
5204,Army Guard,NG Frankfort Boone NG Center,N/A,Kentucky,United States,Active,6.58181753,0.55610637,13914.79639,2335016.537
5206,Army Guard,NG WH Ford Regional Tng Ctr,N/A,Kentucky,United States,Active,56.82636697,17.56594333,119108.2664,71984930.24
5207,Army Guard,NG MTA Gunpowder Military Reservation,N/A,Maryland,United States,Active,3.21346546,0.39683503,6845.084341,1725123.377
5209,Army Guard,NG MTA Camp Fretterd,N/A,Maryland,United States,Active,4.25629409,0.91768655,9207.764355,3996837.13
5211,Army Guard,NG Havre De Grace Military Res,N/A,Maryland,United States,Active,1.81023721,0.11864852,3902.920407,517271.4069
5323,Army Guard,NG West Camp,N/A,South Dakota,United States,Active,5.04249235,1.19445672,11795.22372,5994844.407
5324,Army Guard,NG Sioux Falls Benson Rd Complex,N/A,South Dakota,United States,Active,1.17532548,0.0888212,2709.911893,438657.0035
5356,Army Guard,NG Camp Rapid,N/A,South Dakota,United States,Active,1.45033491,0.12937848,3373.68494,649479.3251
5360,Navy Active,Imperial Beach NOLF,N/A,California,United States,Active,7.49933392,1.88222068,14797.97275,6882471.143
5361,Navy Active,Silver Strand South,N/A,California,United States,Active,4.25677531,0.85815758,8275.453479,3140311.322
5365,Navy Active,CNIC PMRF Barking Sands HI,N/A,Hawaii,United States,Active,23.93613131,13.83269188,41862.86339,41913482.83
5366,Navy Active,Kamokala Ridge,N/A,Hawaii,United States,Active,1.75419217,0.13891071,3069.379362,420764.7847
5367,Navy Active,Makaha Ridge,N/A,Hawaii,United States,Active,2.4600103,0.32285486,4309.62845,979193.3599
5393,Navy Active,San Pedro Fuel Depot,N/A,California,United States,Active,3.64191759,0.52573713,7215.977673,1975721.322
5397,Navy Active,JBAB Anacostia Bolling,Joint Base Anacostia - Bolling,District of Columbia,United States,Active,8.67190951,1.46695792,18230.4606,6272455.27
5398,Navy Active,Aiea,Joint Base Pearl Harbor - Hickam,Hawaii,United States,Active,4.24991052,0.18263595,7389.107391,548175.4601
5405,Navy Active,Ewa,Joint Base Pearl Harbor - Hickam,Hawaii,United States,Active,15.95191438,4.88214868,27726.00148,14646773.32
5406,Navy Active,Ford Island,Joint Base Pearl Harbor - Hickam,Hawaii,United States,Active,4.07759376,0.69618895,7089.15744,2089307.642
5410,Navy Active,Honolulu,Joint Base Pearl Harbor - Hickam,Hawaii,United States,Active,9.71707007,1.51992913,16890.45294,4560522.534
5411,Navy Active,JBPHH Pearl Harbor HI,Joint Base Pearl Harbor - Hickam,Hawaii,United States,Active,26.44019343,5.53076205,45956.99901,16592072.73
5421,Navy Active,Pearl City,Joint Base Pearl Harbor - Hickam,Hawaii,United States,Active,9.66286982,0.90113404,16800.34828,2704995.804
5424,Navy Active,Wahiawa,Joint Base Pearl Harbor - Hickam,Hawaii,United States,Active,7.11309558,1.07307736,12384.85177,3227227.351
5428,Navy Active,Waipahu,Joint Base Pearl Harbor - Hickam,Hawaii,United States,Active,12.9657659,2.39339867,22540.55796,7182590.211
5431,Navy Active,NAS Lemoore CA,N/A,California,United States,Active,29.43698735,28.68363602,60168.18882,114664246.9
5435,Navy Active,NAF El Centro,N/A,California,United States,Active,11.84536412,4.18521119,23393.50494,15393093.5
5449,Navy Active,Holtville Carrier LS,N/A,California,United States,Active,19.49433105,1.89598568,38914.50629,6975426.014
5451,Navy Active,NAVOBSSTA Flagstaff AZ,N/A,Arizona,United States,Active,4.23170158,0.44851887,8576.199902,1743140.536
5457,Navy Active,Target 101 Shade Tree,N/A,California,United States,Active,30.40928408,30.0504707,60054.42855,110830596.5
5463,Navy Active,ALF Cabaniss,N/A,Texas,United States,Active,7.43584124,1.48044362,13796.03462,4910061.127
5464,Navy Active,ALF Waldron,N/A,Texas,United States,Active,10.967386,1.32579425,20274.77549,4391818.433
5465,Navy Active,NALF Goliad,N/A,Texas,United States,Active,9.67671358,1.77579793,18097.61816,5989550.523
5487,Navy Active,Target B-16,N/A,Nevada,United States,Active,42.94972842,43.30089688,92479.6466,187738505.2
5488,Navy Active,Target B-17,N/A,Nevada,United States,Active,38.12624532,85.3415596,81288.1746,368623145.6
5489,Navy Active,Target B-19,N/A,Nevada,United States,Active,30.38021256,45.43320157,65906.2506,196083596.7
5490,Navy Active,Target B-20,N/A,Nevada,United States,Active,31.23794144,64.2574269,67589.17257,282987615.4
5498,Navy Active,OLF Whitehouse,N/A,Florida,United States,Active,26.36286576,7.75551929,50314.86582,27065636.46
5503,Navy Active,Vieques West PR,N/A,Puerto Rico,Puerto Rico,Active,3.35333314,0.12581264,5636.646793,362611.7123
5504,Navy Active,NAS Fort Worth JRB TX,N/A,Texas,United States,Active,10.22592192,2.68375937,19943.42828,9858359.027
5508,Navy Active,NAS JRB New Orleans LA,N/A,Louisiana,United States,Active,12.46143426,5.26857311,23632.18885,18194311.29
5511,Navy Active,West Bank,N/A,Louisiana,United States,Active,3.06635542,0.30661643,5844.008829,1061331.738
5512,Navy Active,NAS Key West FL,N/A,Florida,United States,Active,62.75683769,6.12365514,112612.8525,19261598.63
5516,Navy Active,Dredgers Key-Sigsbee,N/A,Florida,United States,Active,4.61936781,0.56045205,8290.791378,1762967.867
5517,Navy Active,Fleming Key Magazine,N/A,Florida,United States,Active,4.6746964,0.46775883,8345.227146,1471399.321
5521,Navy Active,Naval Hospital,N/A,Florida,United States,Active,0.64248908,0.02430987,1151.03668,76457.84164
5526,Navy Active,Truman Annex,N/A,Florida,United States,Active,2.29095564,0.15867621,4110.14185,498883.0816
5527,Navy Active,Trumbo Point Annex,N/A,Florida,United States,Active,4.09484789,0.20399029,7344.907962,641536.429
