datetime,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude 
2/2/1961 1:00,lancaster,ca,us,disk,180,3 min.,Brilliantsilver disk. 50 to 55 degree angle of sight. Appears to be stationary in sky.Smaller object 1/8 the size of largersame color,4/2/1999,34.6980556,-118.1358333
2/2/1965 6:00,seattle/belfair,wa,,sphere,7200,2 hours,Huge bright orb in sky over Seattle in 1960s.,7/16/2003,47.619239,-122.207923
2/2/1967 21:00,lakeview,or,us,other,2100,35 minutes,WE SAW A QUARTER MOON  SHAPED CREAM COLORED GLOW WITH WHITE PORTHOLE LIGHTS ON BOTH SIDES,1/10/2009,42.1888889,-120.3447222
2/22/1961 20:00,panhandle,tx,us,diamond,7200,~2 hours,Texas Panhandle Nuke site,9/17/2003,35.3455556,-101.38
2/23/1963 11:30,husten,tx,,,3600,60min,Why?,2/1/2007,29.760193,-95.36939
2/25/1968 22:00,ironwood,mi,us,sphere,1200,20 minutes,A small UFO we chased in a Piper Cherokee plane.  Object led us in a circle then passed below us.,3/7/1998,46.4547222,-90.1708333
3/10/1967 23:00,mt. washington,nh,,circle,120,2 min,Three incidents that happened to me in the White Mountains. 500 Lights On Object0: Yes,3/19/2009,44.271026,-71.305528
3/1/1956 13:00,petaluma,ca,us,oval,1800,30 minutes,Objects were several thousand feet in altitude and bounced around the sky basically overhead.  I was 17 years old at the time.  The Pet,1/28/1999,38.2325,-122.6355556
3/1/1962 8:00,snohomish,wa,us,diamond,1500,25 minutes,I saw a UFO shoot incredibly fast and straight across large areas of the sky and then stop instantly at a new location.,11/28/2007,47.9130556,-122.0969444
3/1/1964 13:15,beirut (lebanon),,,sphere,180,3 minutes,UFO was travling east to west  500 feet  altitude speed was about 75 / hit was metalic color with three antinas . it was the size of,2/18/2001,33.888629,35.495479
3/1/1964 20:00,bristow,ok,us,,60,1 min,Childhood vision of a gray.,12/12/2011,35.8305556,-96.3908333
3/1/1967 19:30,whittier,ca,us,oval,2,2 seconds,Two observers witnessed 500-foot long oval craft  with lighted porthole windows flying low over Whittier.,4/16/2005,33.9791667,-118.0319444
3/1/1968 15:00,new york city,ny,us,disk,120,2 mins,I remember it so well to this day.  I was in class getting ready for the day&#39s dismissal time at 3 pm.  All of us had our coats on and,9/15/2005,40.7141667,-74.0063889
3/1/1969 0:00,omaha,ne,us,oval,30,thirty seconds,Football shaped glowing orange light drifts straight across sky west to east  to the top of a very tall TV tower and then disappears,12/12/2011,41.2586111,-95.9375
3/1/1969 15:00,oak lawn,il,us,disk,1800,30 min,2 Large UFOs seen by my brother and his driving instructor,1/19/2005,41.7108333,-87.7580556
3/1/1969 21:00,perth amboy,nj,us,light,120,2 minutes,While observing Venus through telescopes my friend and I saw several lights at high altitude that were able to come to complete stops,6/20/2005,40.5066667,-74.2658333
3/12/1960 23:00,houston,tx,us,triangle,10800,3 hours,saw in sky made no noise lots of flashing lights observed with telescope,1/28/1999,29.7630556,-95.3630556
3/12/1968 11:00,alamosa,co,us,sphere,90,90 seconds,I exited my mobile home east of Alamosa at 11:00AM  I was carrying a camera because I was teaching Photo Journalism at the local colleg,4/16/2005,37.4694444,-105.8694444
3/15/1957 13:00,los angeles,ca,us,formation,900,15 mins,I was 11 years old and my family and I were at a kite flying contest in a park . About 7 silver saucer shaped ships hovered over the pa,9/2/2005,34.0522222,-118.2427778
3/15/1957 15:00,los angeles,ca,us,disk,900,15 mins,There were about 5-7 saucers gray color in a V shape form a mass sighting of about 200 or more people.,4/16/2005,34.0522222,-118.2427778
3/15/1962 10:00,camden,oh,us,sphere,600,10 minutes,Large &quot;sphere&quot; shaped object sighted hovering with an up and down motion.,3/4/2008,39.6288889,-84.6486111
3/15/1962 12:00,baumholder (germany),,de,rectangle,180,@ 3 minutes,Saw glowing rectangular but possibly cylindrical object that did not appear to be an aircraft during daylight hours.,4/2/1999,49.616667,7.333333
3/15/1963 13:00,normandy park,wa,us,cylinder,300,5 minutes,Pencil-like objects seen flying over the water.,4/18/2012,47.4363889,-122.3394444
3/15/1963 17:30,great lakes,il,,disk,900,15 minutes,Craft of some size flew slowly over the Great Lakes Naval base during my tenure at boot camp.,8/5/2001,42.309189,-87.850071
3/15/1965 14:00,jonesboro,ga,us,disk,300,5 minutes,flat transparent disk rolling end over end across the clear blue sky northeast to southwest,9/4/2003,33.5213889,-84.3538889
3/15/1965 17:00,waterville,me,us,egg,600,10 mins,i dont remember going to my room but when i woke up i went to the site at the end of the drive hidden by the high pile of snow and ther,3/7/1998,44.5519444,-69.6322222
3/15/1966 10:30,ft. worth area,tx,,cylinder,120,2 minutes,Large clyindrical object seen in Ft. Worth TX area.,10/10/2011,32.745877,-97.386775
3/15/1966 14:00,childs,md,us,circle,20,20sec.,we were driving down the road i look up to the sky sun was out butthere was some clouds around a big round silver shape was comeing,8/20/2001,39.6461111,-75.8719444
3/15/1966 20:00,warren,nj,,sphere,90,0:01:30,3 lights in the night sky merge briefly into one light-only to separate into 7 or 8 as they move away from each other in a circle.,12/19/2003,40.634249,-74.50048
3/15/1966 21:00,st joseph,mi,us,light,300,5 minutes,3 bright lights over Lake Michigan late 1960s,12/20/2000,42.1097222,-86.48
3/15/1967 8:00,san angelo,tx,us,circle,3600,1 hr,Why would the Air Force sent a photo-recon jet to look at a weather balloon?,5/2/2011,31.4636111,-100.4366667
3/15/1967 18:00,norwalk,oh,us,cigar,120,2 min.,Grey Banana W/O lights or sound,12/23/2002,41.2425,-82.6158333
3/15/1969 11:00,oroville,wa,us,cross,120,2min,3 to 4 ft longgun metal colorvery load shook home and uscould sit still above uswas seen two years,2/14/2010,48.9391667,-119.4344444
3/15/1969 21:00,little axe,ok,us,cigar,60,1 minute,Object time loss body marks,8/5/2012,35.2325,-97.2122222
3/16/1966 8:00,north stonington,ct,us,disk,10,10 seconds,I saw something strange,12/12/2009,41.4408333,-71.8816667
3/16/1966 22:00,elizabeth,nj,us,chevron,60,1 minute,Silvery chevron moves across the sky and fades out of sight,9/2/2005,40.6638889,-74.2111111
3/16/1967 23:00,galesburg,il,us,oval,180,2 to 3 minutes,Close encounter with saucer shaped object.,3/2/2004,40.9477778,-90.3711111
3/20/1956 20:00,bowie,md,us,disk,900,15 min.,Unusual object seen from different viewpoints.,5/13/2003,39.0066667,-76.7794444
3/21/1966 21:00,hillsdale,mi,us,disk,3600,1 hour?,Hillsdale Michigan large metallic disc shaped object hovered for close to an hour.,3/11/2006,41.92,-84.6305556
3/2/1967 19:50,hickman,ky,us,formation,1200,20 minutes,6 objects disappear and reappear jumping about 5 miles of airspace to dodge an airplane.,7/3/2013,36.5711111,-89.1861111
3/22/1956 17:30,hampton,mn,us,sphere,120,minutes,Commuting home from work during an ice storm I encountered a UFO.,5/10/2004,44.6102778,-93.0019444
3/24/1966 22:10,el paso,tx,us,oval,20,20 seconds,Silent UFO hovered right above 5 kids.,1/19/2005,31.7586111,-106.4863889
3/26/1966 16:30,auburn,wa,us,cigar,60,1 minute,I witnessed a cigar-shaped object being &quot;chased&quot; by a military jet aircraft at dusk.,1/28/1999,47.3075,-122.2272222
3/29/1963 20:00,clunes/maryborough (near) (australia),,,disk,1.5,hours,Same event witnessed in Clunes Australia and Clunies in France ((NUFORC Note:  More information requested of witness.  PD)),4/16/2005,-37.289293,143.762161
3/29/1964 21:00,cherry valley,ca,us,circle,1200,20 min.,Little girl wakes up to lights and sees UFO.,7/4/2011,33.9725,-116.9763889
3/29/1966 20:00,roscoe,il,us,chevron,2700,45 minutes,Multiple craft over Northern Illinois interacting with each other.,4/27/2004,42.4133333,-89.0091667
3/30/1964 13:00,fries,va,us,cylinder,1800,30minutes,no sound moved slow into the west wind. heavy iron metal  11am sunny day march windfrom west,10/31/2008,36.7161111,-80.9788889
3/31/1962 21:00,shenandoah,pa,us,light,45,45 seconds,3 lights in formation from the moon,8/10/1999,40.8202778,-76.2011111
3/31/1966 23:50,dearborn,mi,us,chevron,7200,1-2 hours,Sighted followed and was followed by space craft and then had and still have lump in earlobe.,8/5/2001,42.3222222,-83.1763889
3/31/1966 23:50,dearborn,mi,us,oval,1200,20 minutes,Sighted followed and was followed by spacecraft.,1/29/2002,42.3222222,-83.1763889
3/3/1962 3:00,wendover,ut,us,disk,900,15 min,MY BROTHER IN LAW WHO IS FROM VANCOUVER BC. AND HAS DUAL PASSPORT WAS IN WEST WENDOVER FOR GAMBLING PURPOSES.HAVING BEEN IN THE US.NAVY,9/2/2005,40.7372222,-114.0366667
3/3/1967 22:00,oak grove,la,us,unknown,1800,30 minutes,My girlfriend and I were having a romantic evening in the front seat of my car one evening.  I looked across a field that lay in front,9/2/2005,32.8608333,-91.3883333
3/5/1957 19:30,jena,la,us,sphere,900,15min.,Heading S. in my car on two lane highway entering Jena LA saw UFO&#39s to the S.E. many cars stopped to abserve,1/28/1999,31.6830556,-92.1336111
3/7/1957 4:00,fort devans,ma,,oval,900,15 min.,I was on duty at base. Saw and heard craft.About 50 feet over building.Sound changed when moveing from low to high pitch.,1/28/1999,42.537222,-71.615556
3/8/1962 21:00,clayton,nc,us,,1800,30 minutes,Oh My God&#33&#33&#33 I thought that it was just me I was afraid to ask my neighbors if they had heard what I had heard on the evening of 2/27/,4/12/2013,35.6505556,-78.4566667
4/10/1963 0:00,russellton,pa,us,sphere,600,10 minutes,UFO was seen back in the 1963 near Russellton PA,6/12/2008,40.6113889,-79.8372222
4/10/1968 17:00,munich (oberschliessheim army airfield) (germany),,de,disk,600,10 minutes,I was in the military at the time part of withdrawal of the troops from Germany the date of the day might be wrong but it was on the we,2/22/2005,48.15,11.5833
4/11/1967 15:00,nashville,tn,us,disk,1200,10-20 min.,11 young adults sighted dark &quot;kakhi disk or saucer above treetops daytime; followed in [car] as it [spiraled] away.,1/22/2004,36.1658333,-86.7844444
4/1/1959 1:00,miami,fl,us,sphere,2700,30-45 minutes,1959 childhood encounter with a spherical faceted object that had landed in my back yard in Miami.,2/14/2008,25.7738889,-80.1938889
4/1/1960 21:00,houston,tx,us,other,300,<5 minutes,Sharp right angle turn in flight direction after stopping in mid-flight,12/19/2003,29.7630556,-95.3630556
4/1/1961 20:00,shenandoah,pa,us,light,120,few minutes,UFOs spotted coming from behind the moon,7/16/2003,40.8202778,-76.2011111
4/1/1963 7:00,tucson,az,us,triangle,600,10 minutes,Observed in western sky @ about 100 ft. flying to the south at about 10 to25 mph Flying in formation as geese would fly,8/10/1999,32.2216667,-110.9258333
4/1/1965 15:00,west germany,,,disk,8,8 sec.,Saucer with lights did not appear to be moving fast.,6/12/2007,51.165691,10.451526
4/1/1965 15:30,schertz,tx,us,disk,15,15 secs,Flying Disk seen approx 150 ft above ground near Randolph AFB,1/28/1999,29.5519444,-98.2694444
4/1/1965 22:30,nesquehoning,pa,us,triangle,60,1 minute,3 lights in a triangle over Nesquehoning PA; also reported over Shenandoah PA - April 1 1965,8/7/2011,40.8644444,-75.8113889
4/1/1966 19:00,richmond,mo,us,disk,3600,1 hour,Four Teenagers Site UFO on Country Road near Rayville Missouri in 1966.,12/2/2000,39.2786111,-93.9766667
4/1/1966 21:00,new braintree,ma,us,circle,1800,~ 30 minutes,A large red glowing &quot;plasma cloud&quot; appeared over the woods then at least 11 smaller white circular objects were seen.,4/1/2001,42.3166667,-72.1263889
4/1/1966 22:00,danang (50 miles from) (viet nam),,,disk,300,5 min.,Craft was seen at about 22:00 hours in the combat area none as I Corps. This ia about 50 miles outside of Da nang. The craft was hugh.,10/27/2004,16.054407,108.202167
4/1/1967 0:00,valdosta,ga,us,disk,180,2-3 minutes,The craft moved about in the sky just like a hummingbird or a bee. It looked to be the size of a VW Bug.,10/31/2008,30.8325,-83.2786111
4/1/1967 17:45,las vegas,nv,us,light,120,2 minutes,pulsating white round  light that changed between white and blue,7/16/2003,36.175,-115.1363889
4/1/1967 21:00,homestead,fl,us,unknown,7200,2 hours,Red lights along the side white light in front  in a search-like pattern: slow over water very fast over land.,6/20/2005,25.4683333,-80.4777778
4/1/1967 21:00,tampa (18 miles of) ??,fl,,light,45,30-45 seconds,I WAS BORN IN 1951SO I WAS 16 YEARS OLD AT THE TIME OF THE SIGHTING. I LIVED AND STILL LIVE ABOUT 5 MILES EAST OF LAKE THONOTOSASSA.I,4/1/2000,27.950575,-82.457178
4/1/1967 23:00,miami (and vicinity),fl,us,other,18000,5 hours,Witness tracked UFO&#39s and USAF F-4 &quot;Phantoms&quot; on radar in Florida during 1967.,12/16/1999,25.7738889,-80.1938889
4/1/1968 20:30,savannah,ga,us,circle,600,10 min,the date above is a guess as it was many years ago - i was headed east oh hyway 80 and saw in the north east sky +/- 7 spherical lights,4/27/2004,32.0833333,-81.1
4/1/1969 7:00,loganville,ga,us,cigar,15,15  sec,Cigar shaped silver object larger than schoolbus witnessed by kids and bus driver,3/19/2009,33.8388889,-83.9008333
4/12/1968 21:00,scottsville,ky,us,disk,600,5-10 minutes,Disk With Lights Hovering Over My Grandparents House,8/5/2001,36.7533333,-86.1905556
4/14/1965 23:00,daytona beach,fl,us,cigar,240,4 min.,we had got off work at 11:00 that night and went for a ride in rural volusia county. we observed a large object in the sky in a direct,10/31/2003,29.2105556,-81.0230556
4/14/1966 22:30,geneva,ny,us,disk,60,1 minute,An glowing orange colored disk moving from south to north traveled directly over my house...,4/26/2000,42.8688889,-76.9780556
4/14/1967 22:30,westbury (long island),ny,us,formation,1200,app. 20 minutes,Sighting April 14 1967,8/5/2009,40.7555556,-73.5880556
4/15/1959 21:00,mendham,nj,us,disk,300,five minutes,A saucer-shaped UFO hovered at eye-level about fifty feet away for five minutes then took off at great speed.,1/31/2004,40.7758333,-74.6011111
4/15/1961 21:00,altus,ok,us,circle,1200,approx 20 min,The object came from the sky hovered  dispatched a small object it returned and then came toward us at a high rate of speed.,4/16/2005,34.6380556,-99.3336111
4/15/1963 19:30,lompoc/vandenberg afb,ca,,disk,300,5 min,FLYING DISC OBSERVED OVER MOUNTAIN DURING LAUNCH OF SCOUT MISSILE,1/28/1999,36.760693,-121.765735
4/15/1964 19:00,valley station,ky,us,other,420,7 minutes,Very close view of oval/disk shaped craft in the spring of 1964,7/25/2004,38.1111111,-85.8702778
4/15/1964 20:30,bancroft,mi,us,light,1200,20 minutes,We were surrounded by these UFOs.,6/12/2008,42.8786111,-84.0638889
4/15/1964 22:00,seattle (80miles west of),wa,us,disk,1200,20 min,Many sighting in the sky,1/29/2002,47.6063889,-122.3308333
4/15/1966 13:30,interior (near),sd,us,disk,900,15min,entire episode is too involved to list all details here. Experienced magnetic anomily also.,6/18/2004,43.7269444,-101.9836111
4/15/1966 18:50,hingham,ma,us,oval,30,30 seconds,Craft came down from clouds and hovered above trees no sound covered with large lights one blinking light underneath very large cra,5/24/1999,42.2416667,-70.8902778
4/15/1967 18:00,el paso,tx,us,chevron,900,15 minutes,Flying Lighted Chevron over the night sky.,7/14/2013,31.7586111,-106.4863889
4/15/1967 22:00,north hollywood,ca,us,formation,180,3 min,3 bright colored lights comming straight at me...,10/30/2006,34.1722222,-118.3780556
4/15/1968 2:00,overton,ne,us,oval,180,3 min,blue object near offramp on I 80...electro-effects to car,9/2/2005,40.7386111,-99.5372222
4/15/1968 18:30,las vegas,nv,us,sphere,30,30 seconds,I was sighting in my new telescope I was on Eastern av in LV I turned my telescope in the direction of NNEtoward Nellis AFB it was alm,7/25/2004,36.175,-115.1363889
4/15/1968 23:30,silver city (near),ia,us,circle,60,60 seconds,Large white light  near Silver City Iowa.,2/1/2007,41.1133333,-95.6369444
4/17/1958 21:30,winooski,vt,us,oval,300,1 &amp; 1/2 hours,more on the 1958 &quot;fireball&quot; in Winooski sky in case you didn&#39t recieve the PDF file I sent of the newspaper clippings.,4/16/2005,44.4913889,-73.1861111
4/17/1958 21:30,winooski,vt,us,oval,5400,1 hr 30 min,object hovered landed then left headed north traveling at 60Kmph being tracked across USA by several radar sites.,2/22/2005,44.4913889,-73.1861111
4/17/1966 5:10,atwater,oh,us,other,5400,1.5 hours,On April 17th  1966 one of the greatest UFO chases occured With police  in NE Ohio and Western PA,7/5/2005,41.0238889,-81.1636111
4/20/1963 17:00,alexandria,va,us,light,900,15 minutes,4 red lights flying near Mt. Vernon Va. toward Potomac River in early evening April 1963 or 1964,8/7/2007,38.8047222,-77.0472222
4/20/1965 19:00,orlando,fl,us,disk,900,15 minutes,AS A 6TH GRADER I SAW THIS CRAFT HOVER OVER ME AND MAKE PLANNED AND EVASIVE MANUVERS AND INCREDIBLE SPEED.,4/16/2005,28.5380556,-81.3794444
4/21/1967 19:30,stamford,ct,us,cylinder,1800,30+ mins.,At approximately 7:30 P.M. I and my father and some neighbors were out in the street chatting when a large cylindrical object drifted t,6/20/2005,41.0533333,-73.5391667
4/21/1969 16:30,little rock,ar,us,cylinder,720,12 minutes,Non moving soundless  tri-cylinder object that appears and just fades back into sky,11/9/2002,34.7463889,-92.2894444
4/22/1967 21:00,gibson,ny,us,oval,180,3 minutes,aerodynamics-defying object sighted,11/28/2007,42.14,-77.0311111
4/25/1958 19:00,atlantic ocean (troopship/ uss rose),,,unknown,60,1/hour,An object that looked like a star until it moved.,4/2/1999,-14.599413,-28.673147
4/25/1966 20:25,reading,pa,us,other,300,4-5 minutes,There is not one doubt in my mind as to what it was that I saw. I am an electronic (Retired) technician and know what I am talking abou,10/11/2005,40.3355556,-75.9272222
4/25/1966 23:00,bonney lake area,wa,,unknown,120,2 min,Strange aircraft manuver at night,4/16/2005,47.159234,-122.274263
4/25/1967 21:00,chattahoochee,fl,us,light,600,10 minutes,The two objects left two vapor trails with 90 degree turns in them before they simply vanished.,4/16/2005,30.705,-84.8430556
4/26/1959 19:00,baden,pa,us,cylinder,900,15 min,Report from the past - Orangish saucer shaped with black rotating center,2/18/2001,40.635,-80.2283333
4/28/1965 0:00,newtown square,pa,us,triangle,300,5 minuts,cars stopped triangular craft on ground rose up in air  quiet low humming sound white light on each corner in seconds it was gone,3/19/2009,39.9866667,-75.4013889
4/3/1964 18:00,miami,fl,us,other,600,5-10 minutes,It was 1963-64 I was 8-9 years old. It was just getting dark and we saw a very bright star in the north sky. It then turned into a clo,8/5/2009,25.7738889,-80.1938889
4/3/1966 22:00,viet nam,,,disk,600,10 min.,Object moved very slow over our position. There was wind with turblence. no lights. object was Black.Huge,10/27/2004,14.058324,108.277199
4/3/1968 14:50,gainesville,ga,us,cigar,2,seconds,bright silver cigar shaped object appeared in the air ahead of me when I was teenager driving home after school,8/12/2008,34.2977778,-83.8241667
4/4/1968 10:00,little rock,ar,us,cylinder,180,3 minutes,Non noise no reflection cylindar object,10/31/2008,34.7463889,-92.2894444
4/5/1967 22:00,middle of desert,tx,,light,2700,45 minutes,Texas 1967 Triangle of lights turning around common center with many smaller companion lights.,4/27/2004,31.754336,-106.305807
4/5/1968 23:00,westland,mi,us,disk,180,2-3 min,1968 Westland MI and 1982 US. NAVY sighting&#39s,12/3/2004,42.3241667,-83.4002778
4/7/1963 20:00,vero beach,fl,us,disk,600,10 minutes,Vero Beach Fla 1960&#39s; low huge hovering disk over highway shooting colored lights out the back  with illuminated windows.,12/12/2011,27.6383333,-80.3975
4/7/1967 10:00,miami,fl,us,disk,600,10 minutes,Follow up on the Crestview Elementary sighting. Date was April 7 1967.,9/24/2012,25.7738889,-80.1938889
4/7/1968 10:00,columbia station  (rt. 252),oh,us,sphere,600,10 minutes,Was stocking a small fish pound and seen reflection of three SPHERES in triangle form 50&#39foot up. They glittered like a disco ball wit,4/2/1999,41.3130556,-81.9469444
4/8/1968 18:45,walla walla,wa,us,triangle,1200,@ 20 minutes,The object moved up down hovered then left with extreme speed on a huge trajectory up into space.  We followed it on a surveyor&#39s tr,11/1/1998,46.0647222,-118.3419444
5/10/1964 2:00,pineville,ky,us,unknown,900,15 minutes,05/10/64 02:00 Little Creek KY      humming noise/house shaking,11/8/2003,36.7619444,-83.695
5/10/1964 19:00,vancouver (canada),bc,ca,,900,15 minutes,When I was babysitting my brother and sister in Vancouver we heard a sound that was loud and deep-so loud we ran outside to find the so,4/27/2007,49.25,-123.133333
5/10/1967 11:00,fallon,nv,us,oval,1200,20 min&#44,05/10/1967 23:00 fallon nevada glow on horizen followed by hovering colored discs 20 minutes,1/31/2011,39.4736111,-118.7763889
5/11/1966 19:30,east liverpool,oh,us,triangle,600,10 minutes,silver triangle seen early evening by school choir,5/27/2003,40.6186111,-80.5775
5/1/1955 15:00,holbrook,ma,us,egg,60,1 minute,I turned around and over the trees was a large yellow object shaped like a football without the tips on the ends.,4/16/2005,42.155,-71.0091667
5/1/1956 12:00,canton,oh,us,cigar,120,2 minutes,At first the silver disc was stationary. As it moved across the sky it moved so rapidly it could not have been man made.,9/15/2005,40.7988889,-81.3786111
5/1/1957 12:00,canton,oh,us,cigar,180,3 minutes,Cigar shaped object is motionless for more than a minute then moves west at incomprhensible speed then out of sight.,4/27/2004,40.7988889,-81.3786111
5/1/1959 18:30,columbus,oh,us,light,180,2-3 min,Red-orange lights over seen motionless over Lockborne AFB-one vanished and one sped out of sight.,2/22/2002,39.9611111,-82.9988889
5/1/1960 20:00,tucson,az,us,light,300,4-5 minutes,Lights only no sound moving across the night sky then making a series of perfect right angle turns like plowing a field.,9/2/2005,32.2216667,-110.9258333
5/1/1961 22:00,auburn,wa,us,cigar,300,5 min,Grandmother saw a cigar shaped craft which she said was as long as the valley is wide.,11/20/2001,47.3075,-122.2272222
5/1/1964 22:00,orangevale,ca,us,light,300,five minutes,Chased by a single light - Sacramento CA 1964,6/18/2004,38.6786111,-121.2247222
5/1/1965 13:00,guernsey,wy,us,sphere,60,1 minute,Round silver object hovering overhead three witnesses,5/15/2006,42.2697222,-104.7411111
5/1/1965 15:30,york county (rural area),pa,us,oval,600,10 min,Day light sighting of burniched aluminum sauser,1/17/2004,39.9625,-76.7280556
5/1/1965 16:30,appelton,wi,,disk,300,5 minutes,Three country kids see circuler craft in plain light of day at near stones throw report it to authorietes.,7/30/2002,44.261931,-88.415385
5/1/1966 0:00,kent,wa,us,sphere,1200,20 minutes,Boeing testing a flying saucer,5/11/2005,47.3811111,-122.2336111
5/1/1966 17:00,michigan city,in,us,rectangle,1200,20 minutes,Rectangular ufo extremely large dark red metal shapes visible no noise seen on a clear sunny day.,12/12/2009,41.7075,-86.895
5/1/1967 12:00,enid,ok,us,disk,120,2 min.,Proof in MY MIND&#33&#33&#33,12/12/2009,36.3955556,-97.8780556
5/1/1967 21:00,maryville,tn,us,cigar,1800,20-30 min.,Star dancing UFO,10/30/2006,35.7563889,-83.9705556
5/1/1968 13:00,redfield,ia,us,cone,30,30 deconds,It was a nice day in may  it stayed directly above the railroad track. I just stood there watching the whole thing.,3/8/2007,41.5894444,-94.1958333
5/1/1968 14:00,franconia notch (near),nh,,circle,3600,~1 hour,Landing site?,12/2/2013,44.152565,-71.679528
5/1/1969 5:00,youngstown,oh,us,disk,1800,30min,woke one morning and for no good reason went to back door and witness a saucer above trees and below on ground a small saucer a unknow,2/22/2002,41.0997222,-80.6497222
5/1/1969 12:00,san diego  (u. s. naval base),ca,us,oval,900,15min,were on lunch break from navy school. saw a small white cloud and then a object caom out of it. then another came out. then flew straig,10/19/1999,32.7152778,-117.1563889
5/1/1969 20:00,wheaton,md,us,disk,30,30 seconds,large saucer-shaped  object sighted in Wheaton MD in late 1960&#39s,1/29/2002,39.0397222,-77.0555556
5/1/1969 22:00,estill,sc,us,cigar,2700,45 minutes,shining object frightens SC family,2/14/2006,32.7547222,-81.2422222
5/12/1965 21:00,massapequa park,ny,us,oval,5,5 seconds,Fast quiet objects moving in formation with unheard of speed and precision.,1/11/2002,40.6802778,-73.4555556
5/12/1968 9:00,valparaiso,in,us,unknown,109800,3 1/2 hours,1968 Grey Squares in Sky I&#39ll take you with me cuz you&#39re my friend 9 o&#39clock past bozo circus noon scary man doll burning,3/2/2004,41.4730556,-87.0611111
5/12/1968 9:00,valparaiso,in,us,unknown,109800,3 1/2 hours,68 Grey Squares in Sky I&#39ll take you with me cuz you&#39re my friend 9 o&#39clock past bozo circus noon scary man doll burning,3/2/2004,41.4730556,-87.0611111
5/12/1968 21:00,omaha,ne,us,disk,1200,15-20 minutes,Disk-shaped UFO with dome under perfectly clear conditions at less than 100 feet altitude motionless.,9/2/2005,41.2586111,-95.9375
5/15/1955 3:00,warrington,fl,us,fireball,300,5 minutes,fireball into pensacola bay,2/1/2007,30.3838889,-87.275
5/15/1956 20:00,pine castle afb,fl,,light,2700,45 min,A large white light travelling slow and then at a great speed from low to great height in seconds no sound,4/16/2005,28.189909,-80.600547
5/15/1957 2:00,atlantic ocean (off africa),,,unknown,30,0:30,While flying night navigational mission. We picked up a target on radar flying from east to west. Navigator clocked target flying at 50,6/18/2004,-14.599413,-28.673147
5/15/1959 4:00,evanston,il,us,unknown,1200,20 minutes,Distant craft in the same part of the sky for 3 nights seen by a group,10/31/2003,42.0411111,-87.69
5/15/1960 18:00,terre haute,in,us,other,300,5 min.,Light Bar in Clouds UFO,9/19/2002,39.4666667,-87.4138889
5/15/1962 21:00,toms river,nj,us,disk,180,3 minutes,Round dark disk shaped object with lights all around it softly whirred by hovering overhead for a few moments and then moved on.,7/13/2005,39.9536111,-74.1983333
5/15/1962 21:30,pittsburg,ok,us,changing,30,20-30 secs.,Large red light flanked by smaller red lights that appeared to change shape,3/11/2006,34.7130556,-95.8497222
5/15/1963 7:00,new york city (brooklyn),ny,us,other,600,10 minutes,SILENT SUSPENDED WATER TOWER APPEARS OVER HOUSES IN SEA GATE BROOKLYN NEW YORK,11/28/2007,40.7141667,-74.0063889
5/15/1963 14:00,towson,md,us,oval,20,20 seconds,Bright rapidly moving object moving from east to west that reflected the sun as it made a slight turn to the Southwest.,3/21/2003,39.4013889,-76.6022222
5/15/1963 22:00,tishimingo,ok,,changing,10800,3 hours,Many campers saw maneuvering lights for hours in southern Oklahoma.,4/12/2013,34.236205,-96.678613
5/15/1964 10:15,hardwick,vt,us,disk,300,5 min,3 Saucers seen flying in formation in a southern direction sighting lasted about 5 minutes by 2 people...,11/20/2001,44.5047222,-72.3686111
5/15/1964 12:00,texarkana (outside city limits),ar,us,disk,300,05 minutes,Saw very large flying object resting on ground on country road in middle of clear day.,9/28/2002,33.4416667,-94.0375
5/15/1964 15:00,covina,ca,us,cigar,300,5 min.,SLOWLY ROTATING CIGAR SHAPED METALLIC DAYLIGHT LOW ALTITUDE OBJECT,4/30/2004,34.09,-117.8894444
5/15/1964 15:00,covina/west covina,ca,,cigar,600,10 min.,Verification of tumbling UFO over Covina Ca. on 5-15-64,8/27/2009,34.099398,-117.906066
5/15/1965 7:30,burlington,wa,us,disk,300,5 minutes,One morning waiting for the school busmy brothers and cousins noticed a silver disc in the clear sky.It seemed motionless for the firs,6/18/2004,48.4758333,-122.3241667
5/15/1965 14:00,gadsden,al,us,sphere,45,45 sec. aprox.,Blue ball drifted down to within reach backed away as I reached then shot away after I reached again.,1/21/2008,34.0141667,-86.0066667
5/15/1965 15:00,la mesa,ca,us,disk,120,2 minutes,Sighting in La MesaCA  &#160;,6/12/2008,32.7677778,-117.0222222
5/15/1966 17:00,nanakuli,hi,us,disk,360,5-6 mins,Flying saucers hovering above our house... I&#39ll remember for the rest of my life&#33,6/12/2008,21.3905556,-158.1547222
5/15/1966 22:00,mentone,al,us,egg,10,10 seconds,Both objects skirted the top of the ridge keeping equi-distant with each other; traveling very fast.,7/25/2004,34.5794444,-85.5905556
5/15/1967 0:50,kent,wa,us,disk,480,8 minutes,First it was clear like glass than it turned to metal purple and silver mixing and than solid silver.,2/25/2003,47.3811111,-122.2336111
5/15/1967 19:30,gainesville,fl,us,triangle,300,3-5 minutes,An equilateral triangle with a red glowing light on each corner (one each corner--three total. solid sillouette dark shape about the si,4/2/1999,29.6513889,-82.325
